Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Issue,Volume,Journal Abbreviation,Publisher,Language,Rights,Library Catalog,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags
624KLRXU,conferencePaper,2024,"Ghimire, Rupak Raj; Poudyal, Prakash; Bal, Bal Krishna",Improving on the Limitations of the ASR Model in Low-Resourced Environments Using Parameter-Efficient Fine-Tuning,Proceedings of the 21st International Conference on Natural Language Processing (ICON),,,,https://aclanthology.org/2024.icon-1.47/,"Modern general-purpose speech recognition systems are more robust in languages with high resources. In contrast, achieving state-of-the-art accuracy for low-resource languages is still challenging. The fine-tuning of the pre-trained model is one of the highly popular practices which utilizes the existing information while efficiently learning from a small amount of data to enhance the precision and robustness of speech recognition tasks. This work attempts to diagnose the performance of a pre-trained model when transcribing the audio from the low-resource language. In this work, we apply an adapter-based iterative parameter-efficient fine-tuning strategy on a limited dataset aiming to improve the quality of the transcription of a previously fine-tuned model. For the experiment we used Whisper's multilingual pre-trained speech model and Nepali as a test language. Using this approach we achieved Word Error Rate of 27.9%,which is more than 19% improvement over pre-trained Whisper Large \ensuremath- V2.",2024-12,5/29/2025 16:49,5/29/2025 16:49,5/29/2025 16:49,408–415,,,,NLP Association of India (NLPAI),,,ACLWeb,,,C:\Users\damru\Zotero\storage\FF9QXPCX\Ghimire et al. - 2024 - Improving on the Limitations of the ASR Model in Low-Resourced Environments Using Parameter-Efficien.pdf,,,
MY3EFIF4,conferencePaper,2024,"Graave, Thomas; Li, Zhengyang; Lohrenz, Timo; Fingscheidt, Tim",Mixed Children/Adult/Childrenized Fine-Tuning for Children’s ASR: How to Reduce Age Mismatch and Speaking Style Mismatch,Interspeech 2024,,,10.21437/Interspeech.2024-499,https://www.isca-archive.org/interspeech_2024/graave24_interspeech.html,"Today’s end-to-end (E2E) ASR models achieve strong performance when applied to adult speech, but deteriorate on children’s speech. Most E2E ASR models are pre-trained on adult speech, which introduces an age mismatch that can be addressed by finetuning on child data. However, due to limited availability of child datasets, fine-tuning on children’s speech may introduce new domain shifts such as speaking style mismatch. In this work, we explore mixed fine-tuning on partially matched data, namely read adult speech and spontaneous children’s speech, to improve the performance of E2E ASR on read children’s speech. We isolate the individual impact of age mismatch and speaking style mismatch and investigate the use of childrenization of read adult speech. Our proposed method reduces the WER by up to 5% absolute (21% relative) compared to the pre-trained E2E ASR and by roughly 3% absolute (15% relative) compared to individual fine-tuning on partially matched datasets.",9/1/2024,5/30/2025 7:12,5/30/2025 7:12,5/30/2025 7:12,5188-5192,,,,ISCA,en,,DOI.org (Crossref),,,C:\Users\damru\Zotero\storage\KCTSRTVF\Graave et al. - 2024 - Mixed ChildrenAdultChildrenized Fine-Tuning for Children’s ASR How to Reduce Age Mismatch and Spe.pdf,,,
A3DA27VB,preprint,2020,"Huang, Jocelyn; Kuchaiev, Oleksii; O'Neill, Patrick; Lavrukhin, Vitaly; Li, Jason; Flores, Adriana; Kucsko, Georg; Ginsburg, Boris","Cross-Language Transfer Learning, Continuous Learning, and Domain Adaptation for End-to-End Automatic Speech Recognition",,,,10.48550/arXiv.2005.04290,http://arxiv.org/abs/2005.04290,"In this paper, we demonstrate the efficacy of transfer learning and continuous learning for various automatic speech recognition (ASR) tasks. We start with a pre-trained English ASR model and show that transfer learning can be effectively and easily performed on: (1) different English accents, (2) different languages (German, Spanish and Russian) and (3) application-specific domains. Our experiments demonstrate that in all three cases, transfer learning from a good base model has higher accuracy than a model trained from scratch. It is preferred to fine-tune large models than small pre-trained models, even if the dataset for fine-tuning is small. Moreover, transfer learning significantly speeds up convergence for both very small and very large target datasets.",5/8/2020,5/30/2025 7:14,5/30/2025 7:14,5/30/2025 7:14,,,,,arXiv,,,arXiv.org,arXiv:2005.04290 [eess],,"C:\Users\damru\Zotero\storage\KFT3PA9M\Huang et al. - 2020 - Cross-Language Transfer Learning, Continuous Learning, and Domain Adaptation for End-to-End Automati.pdf; C:\Users\damru\Zotero\storage\W2TSHFKS\2005.html",,,Electrical Engineering and Systems Science - Audio and Speech Processing
PVXXEMP4,conferencePaper,2023,"Jain, Rishabh; Barcovschi, Andrei; Yiwere, Mariam; Corcoran, Peter; Cucu, Horia",Adaptation of Whisper models to child speech recognition,INTERSPEECH 2023,,,10.21437/Interspeech.2023-935,https://www.isca-archive.org/interspeech_2023/jain23_interspeech.html,"Automatic Speech Recognition (ASR) systems often struggle with transcribing child speech due to the lack of large child speech datasets required to accurately train child-friendly ASR models. However, there are huge amounts of annotated adult speech datasets which were used to create multilingual ASR models, such as Whisper. Our work aims to explore whether such models can be adapted to child speech to improve ASR for children. In addition, we compare Whisper child-adaptations with finetuned self-supervised models, such as wav2vec2. We demonstrate that finetuning Whisper on child speech yields significant improvements in ASR performance on child speech, compared to non-finetuned Whisper models. Additionally, utilizing self-supervised Wav2vec2 models that have been finetuned on child speech outperforms Whisper finetuning.",8/20/2023,5/30/2025 7:15,5/30/2025 7:15,5/30/2025 7:15,5242-5246,,,,ISCA,en,,DOI.org (Crossref),,,C:\Users\damru\Zotero\storage\5UTB562N\Jain et al. - 2023 - Adaptation of Whisper models to child speech recognition.pdf,,,
ENZRWEZV,conferencePaper,1997,"Lee, Sungbok; Potamianos, Alexandros; Narayanan, Shrikanth","Analysis of children's speech: duration, pitch and formants",5th European Conference on Speech Communication and Technology (Eurospeech 1997),,,10.21437/Eurospeech.1997-161,https://www.isca-archive.org/eurospeech_1997/lee97b_eurospeech.html,,9/22/1997,5/30/2025 7:19,5/30/2025 7:19,5/30/2025 7:19,473-476,,,,ISCA,en,,DOI.org (Crossref),,,"C:\Users\damru\Zotero\storage\H8AB8JV4\Lee et al. - 1997 - Analysis of children's speech duration, pitch and formants.pdf",,,
XNRJ5MSN,journalArticle,,"Lee, Sungbok; Potamianos, Alexandros; Narayanan, Shrikanth",Acoustics of children’s speech: Developmental changes of temporal and spectral parametersa),,,,,,,,5/30/2025 7:20,5/30/2025 7:20,,,,,,,en,,Zotero,,,C:\Users\damru\Zotero\storage\WIB48XQA\Lee et al. - Acoustics of children’s speech Developmental changes of temporal and spectral parametersa).pdf,,,
KZWKVSWD,conferencePaper,2020,"Xu, Jin; Tan, Xu; Ren, Yi; Qin, Tao; Li, Jian; Zhao, Sheng; Liu, Tie-Yan",LRSpeech: Extremely Low-Resource Speech Synthesis and Recognition,Proceedings of the 26th ACM SIGKDD International Conference on Knowledge Discovery & Data Mining,978-1-4503-7998-4,,10.1145/3394486.3403331,https://dl.acm.org/doi/10.1145/3394486.3403331,"Speech synthesis (text to speech, TTS) and recognition (automatic speech recognition, ASR) are important speech tasks, and require a large amount of text and speech pairs for model training. However, there are more than 6,000 languages in the world and most languages are lack of speech training data, which poses significant challenges when building TTS and ASR systems for extremely lowresource languages. In this paper, we develop LRSpeech, a TTS and ASR system under the extremely low-resource setting, which can support rare languages with low data cost. LRSpeech consists of three key techniques: 1) pre-training on rich-resource languages and fine-tuning on low-resource languages; 2) dual transformation between TTS and ASR to iteratively boost the accuracy of each other; 3) knowledge distillation to customize the TTS model on a high-quality target-speaker voice and improve the ASR model on multiple voices. We conduct experiments on an experimental language (English) and a truly low-resource language (Lithuanian) to verify the effectiveness of LRSpeech. Experimental results show that LRSpeech 1) achieves high quality for TTS in terms of both intelligibility (more than 98% intelligibility rate) and naturalness (above 3.5 mean opinion score (MOS)) of the synthesized speech, which satisfy the requirements for industrial deployment, 2) achieves promising recognition accuracy for ASR, and 3) last but not least, uses extremely low-resource training data. We also conduct comprehensive analyses on LRSpeech with different amounts of data resources, and provide valuable insights and guidances for industrial deployment. We are currently deploying LRSpeech into a commercialized cloud speech service to support TTS on more rare languages.",8/23/2020,5/30/2025 7:21,5/30/2025 7:21,5/30/2025 7:21,2802-2812,,,,ACM,en,,DOI.org (Crossref),,,C:\Users\damru\Zotero\storage\25RFZCHU\Xu et al. - 2020 - LRSpeech Extremely Low-Resource Speech Synthesis and Recognition.pdf,,,
6LDV77TN,journalArticle,2024,"Liu, Yunpeng; Yang, Xukui; Qu, Dan",Exploration of Whisper fine-tuning strategies for low-resource ASR,"EURASIP Journal on Audio, Speech, and Music Processing",,1687-4722,10.1186/s13636-024-00349-3,https://doi.org/10.1186/s13636-024-00349-3,"Limited data availability remains a significant challenge for Whisper’s low-resource speech recognition performance, falling short of practical application requirements. While previous studies have successfully reduced the recognition error rates of target language speech through fine-tuning, a comprehensive exploration and analysis of Whisper’s fine-tuning capabilities and the advantages and disadvantages of various fine-tuning strategies are still lacking. This paper aims to fill this gap by conducting comprehensive experimental exploration for Whisper’s low-resource speech recognition performance using five fine-tuning strategies with limited supervised data from seven low-resource languages. The results and analysis demonstrate that all fine-tuning strategies explored in this paper significantly enhance Whisper’s performance. However, different strategies vary in their suitability and practical effectiveness, highlighting the need for careful selection based on specific use cases and resources available.",6/1/2024,5/30/2025 7:22,5/30/2025 7:22,5/30/2025 7:22,29,1,2024,"EURASIP Journal on Audio, Speech, and Music Processing",,,,BioMed Central,,,C:\Users\damru\Zotero\storage\3MVHG2KJ\Liu et al. - 2024 - Exploration of Whisper fine-tuning strategies for low-resource ASR.pdf; C:\Users\damru\Zotero\storage\5URY7RH6\s13636-024-00349-3.html,,,ASR; Fine-tune; Low-resource; Whisper
5626ZETR,preprint,2022,"Lu, Renee; Shahin, Mostafa; Ahmed, Beena",Improving Children's Speech Recognition by Fine-tuning Self-supervised Adult Speech Representations,,,,10.48550/arXiv.2211.07769,http://arxiv.org/abs/2211.07769,"Children's speech recognition is a vital, yet largely overlooked domain when building inclusive speech technologies. The major challenge impeding progress in this domain is the lack of adequate child speech corpora; however, recent advances in self-supervised learning have created a new opportunity for overcoming this problem of data scarcity. In this paper, we leverage self-supervised adult speech representations and use three well-known child speech corpora to build models for children's speech recognition. We assess the performance of fine-tuning on both native and non-native children's speech, examine the effect of cross-domain child corpora, and investigate the minimum amount of child speech required to fine-tune a model which outperforms a state-of-the-art adult model. We also analyze speech recognition performance across children's ages. Our results demonstrate that fine-tuning with cross-domain child corpora leads to relative improvements of up to 46.08% and 45.53% for native and non-native child speech respectively, and absolute improvements of 14.70% and 31.10%. We also show that with as little as 5 hours of transcribed children's speech, it is possible to fine-tune a children's speech recognition system that outperforms a state-of-the-art adult model fine-tuned on 960 hours of adult speech.",11/14/2022,5/30/2025 7:23,5/30/2025 7:23,5/30/2025 7:23,,,,,arXiv,,,arXiv.org,arXiv:2211.07769 [cs],,C:\Users\damru\Zotero\storage\JK4B6RDZ\Lu et al. - 2022 - Improving Children's Speech Recognition by Fine-tuning Self-supervised Adult Speech Representations.pdf; C:\Users\damru\Zotero\storage\TQ7SBTHD\2211.html,,,Computer Science - Sound; Electrical Engineering and Systems Science - Audio and Speech Processing; Computer Science - Computation and Language
TW7DLK5W,preprint,2025,"Singh, Vishwanath Pratap; Sahidullah, Md; Kinnunen, Tomi","Causal Analysis of Asr Errors for Children: Quantifying the Impact of Physiological, Cognitive, and Extrinsic Factors",,,,10.2139/ssrn.5125557,https://papers.ssrn.com/abstract=5125557,"The increasing use of children’s automatic speech recognition (ASR) systems has spurred research efforts to improve the accuracy of models designed for children’s speech in recent years. The current approach utilizes either open-source speech foundation models (SFMs) directly or fine-tuning them with children’s speech data. These SFMs, whether open-source or fine-tuned for children, often exhibit higher word error rates (WERs) compared to adult speech. However, there is a lack of systemic analysis of the cause of this degraded performance of SFMs. Understanding and addressing the reasons behind this performance disparity is crucial for improving the accuracy of SFMs for children’s speech. Our study addresses this gap by investigating the causes of accuracy degradation and the primary contributors to WER in children’s speech. In the first part of the study, we conduct a comprehensive benchmarking study on two self-supervised SFMs (Wav2Vec 2.0 and Hubert) and two weakly supervised SFMs (Whisper and MMS) across various age groups on two children speech corpora, establishing the raw data for the causal inference analysis in the second part. In the second part of the study, we analyze the impact of physiological factors (age, gender), cognitive factors (pronunciation ability), and external factors (vocabulary difficulty, background noise, and word count) on SFM accuracy in children’s speech using causal inference. The results indicate that physiology (age) and particular external factor (number of words in audio) have the highest impact on accuracy, followed by background noise and pronunciation ability. Fine-tuning SFMs on children’s speech reduces sensitivity to physiological and cognitive factors, while sensitivity to the number of words in audio persists.",2/5/2025,5/30/2025 7:27,5/30/2025 7:27,5/30/2025 7:27,,,,,Social Science Research Network,en,,papers.ssrn.com,,,"C:\Users\damru\Zotero\storage\FXAZKILL\Singh et al. - 2025 - Causal Analysis of Asr Errors for Children Quantifying the Impact of Physiological, Cognitive, and.pdf",,,Causal Inference; Children's ASR; Cognition; Physiology; Pronunciation; Speech Foundational Models
388RQSZE,preprint,2025,"Shankar, Natarajan Balaji; Wang, Zilai; Eren, Eray; Alwan, Abeer",Selective Attention Merging for low resource tasks: A case study of Child ASR,,,,10.48550/arXiv.2501.08468,http://arxiv.org/abs/2501.08468,"While Speech Foundation Models (SFMs) excel in various speech tasks, their performance for low-resource tasks such as child Automatic Speech Recognition (ASR) is hampered by limited pretraining data. To address this, we explore different model merging techniques to leverage knowledge from models trained on larger, more diverse speech corpora. This paper also introduces Selective Attention (SA) Merge, a novel method that selectively merges task vectors from attention matrices to enhance SFM performance on low-resource tasks. Experiments on the MyST database show significant reductions in relative word error rate of up to 14%, outperforming existing model merging and data augmentation techniques. By combining data augmentation techniques with SA Merge, we achieve a new state-of-the-art WER of 8.69 on the MyST database for the Whisper-small model, highlighting the potential of SA Merge for improving low-resource ASR.",1/14/2025,5/30/2025 7:28,5/30/2025 7:28,5/30/2025 7:28,,,,,arXiv,,,arXiv.org,arXiv:2501.08468 [cs],,C:\Users\damru\Zotero\storage\PQAQD4KS\Shankar et al. - 2025 - Selective Attention Merging for low resource tasks A case study of Child ASR.pdf; C:\Users\damru\Zotero\storage\96I8C4TS\2501.html,,,Computer Science - Sound; Electrical Engineering and Systems Science - Audio and Speech Processing; Computer Science - Computation and Language
ZT2WBRT2,journalArticle,2024,"Patel, Tanvina; Scharenborg, Odette",Improving End-to-End Models for Children’s Speech Recognition,Applied Sciences,,2076-3417,10.3390/app14062353,https://www.mdpi.com/2076-3417/14/6/2353,"Children’s Speech Recognition (CSR) is a challenging task due to the high variability in children’s speech patterns and limited amount of available annotated children’s speech data. We aim to improve CSR in the often-occurring scenario that no children’s speech data is available for training the Automatic Speech Recognition (ASR) systems. Traditionally, Vocal Tract Length Normalization (VTLN) has been widely used in hybrid ASR systems to address acoustic mismatch and variability in children’s speech when training models on adults’ speech. Meanwhile, End-to-End (E2E) systems often use data augmentation methods to create child-like speech from adults’ speech. For adult speech-trained ASRs, we investigate the effectiveness of augmentation methods; speed perturbations and spectral augmentation, along with VTLN, in an E2E framework for the CSR task, comparing these across Dutch, German, and Mandarin. We applied VTLN at different stages (training/test) of the ASR and conducted age and gender analyses. Our experiments showed highly similar patterns across the languages: Speed Perturbations and Spectral Augmentation yield significant performance improvements, while VTLN provided further improvements while maintaining recognition performance on adults’ speech (depending on when it is applied). Additionally, VTLN showed performance improvement for both male and female speakers and was particularly effective for younger children.",3/11/2024,5/30/2025 7:29,5/30/2025 7:29,5/30/2025 7:29,2353,6,14,Applied Sciences,,en,https://creativecommons.org/licenses/by/4.0/,DOI.org (Crossref),,,C:\Users\damru\Zotero\storage\LTKEVKMN\Patel and Scharenborg - 2024 - Improving End-to-End Models for Children’s Speech Recognition.pdf,,,
2NVPU2AX,conferencePaper,1997,"Potamianos, Alexandros; Narayanan, Shrikanth; Lee, Sungbok",Automatic speech recognition for children,5th European Conference on Speech Communication and Technology (Eurospeech 1997),,,10.21437/Eurospeech.1997-623,https://www.isca-archive.org/eurospeech_1997/potamianos97b_eurospeech.html,"In this paper, the acoustic and linguistic characteristics of children speech are investigated in the context of automatic speech recognition. Acoustic variability is identi ed as a major hurdle in building high performance ASR applications for children. A simple speaker normalization algorithm combining frequency warping and spectral shaping introduced in [5] is shown to reduce acoustic variability and signi cantly improve recognition performance for children speakers (by 25{ 45%). Age-dependent acoustic modeling further reduces word error rate by 10%. Piece-wise linear and phoneme-dependent frequency warping algorithms are proposed for reducing acoustic mismatch between the children and adult acoustic spaces.",9/22/1997,5/30/2025 7:29,5/30/2025 7:29,5/30/2025 7:29,2371-2374,,,,ISCA,en,,DOI.org (Crossref),,,C:\Users\damru\Zotero\storage\3XXINQAT\Potamianos et al. - 1997 - Automatic speech recognition for children.pdf,,,
4UI5DU6G,journalArticle,,"Shivakumar, Prashanth Gurunath; Potamianos, Alexandros; Lee, Sungbok; Narayanan, Shrikanth",Improving Speech Recognition for Children using Acoustic Adaptation and Pronunciation Modeling,,,,,,"Developing a robust Automatic Speech Recognition (ASR) system for children is a challenging task because of increased variability in acoustic and linguistic correlates as function of young age. The acoustic variability is mainly due to the developmental changes associated with vocal tract growth. On the linguistic side, the variability is associated with limited knowledge of vocabulary, pronunciations and other linguistic constructs. This paper presents a preliminary study towards better acoustic modeling, pronunciation modeling and front-end processing for children’s speech. Results are presented as a function of age. Speaker adaptation signiﬁcantly reduces mismatch and variability improving recognition results across age groups. In addition, introduction of pronunciation modeling shows promising performance improvements.",,5/30/2025 7:31,5/30/2025 7:31,,,,,,,en,,Zotero,,,C:\Users\damru\Zotero\storage\H49QZP7K\Shivakumar et al. - Improving Speech Recognition for Children using Acoustic Adaptation and Pronunciation Modeling.pdf,,,
F6S8U4CX,journalArticle,2003,"Potamianos, A.; Narayanan, S.",Robust recognition of children's speech,IEEE Transactions on Speech and Audio Processing,,1063-6676,10.1109/TSA.2003.818026,http://ieeexplore.ieee.org/document/1255448/,"Developmental changes in speech production introduce age-dependent spectral and temporal variability in the speech signal produced by children. Such variabilities pose challenges for robust automatic recognition of children’s speech. Through an analysis of age-related acoustic characteristics of children’s speech in the context of automatic speech recognition (ASR), effects such as frequency scaling of spectral envelope parameters are demonstrated. Recognition experiments using acoustic models trained from adult speech and tested against speech from children of various ages clearly show performance degradation with decreasing age. On average, the word error rates are two to five times worse for children speech than for adult speech. Various techniques for improving ASR performance on children’s speech are reported. A speaker normalization algorithm that combines frequency warping and model transformation is shown to reduce acoustic variability and significantly improve ASR performance for children speakers (by 25–45% under various model training and testing conditions). The use of age-dependent acoustic models further reduces word error rate by 10%. The potential of using piece-wise linear and phoneme-dependent frequency warping algorithms for reducing the variability in the acoustic feature space of children is also investigated.",2003-11,5/30/2025 7:31,5/30/2025 7:31,5/30/2025 7:31,603-616,6,11,IEEE Trans. Speech Audio Process.,,en,https://ieeexplore.ieee.org/Xplorehelp/downloads/license-information/IEEE.html,DOI.org (Crossref),,,C:\Users\damru\Zotero\storage\CYLUYAEK\Potamianos and Narayanan - 2003 - Robust recognition of children's speech.pdf,,,
LBP4JMBU,conferencePaper,2019,"Shor, Joel; Emanuel, Dotan; Lang, Oran; Tuval, Omry; Brenner, Michael; Cattiau, Julie; Vieira, Fernando; McNally, Maeve; Charbonneau, Taylor; Nollstadt, Melissa; Hassidim, Avinatan; Matias, Yossi",Personalizing ASR for Dysarthric and Accented Speech with Limited Data,Interspeech 2019,,,10.21437/Interspeech.2019-1427,https://www.isca-archive.org/interspeech_2019/shor19_interspeech.html,"Automatic speech recognition (ASR) systems have dramatically improved over the last few years. ASR systems are most often trained from ‘typical’ speech, which means that underrepresented groups don’t experience the same level of improvement. In this paper, we present and evaluate ﬁnetuning techniques to improve ASR for users with non-standard speech. We focus on two types of non-standard speech: speech from people with amyotrophic lateral sclerosis (ALS) and accented speech. We train personalized models that achieve 62% and 35% relative WER improvement on these two groups, bringing the absolute WER for ALS speakers, on a test set of message bank phrases, down to 10% for mild dysarthria and 20% for more serious dysarthria. We show that 71% of the improvement comes from only 5 minutes of training data. Finetuning a particular subset of layers (with many fewer parameters) often gives better results than ﬁnetuning the entire model. This is the ﬁrst step towards building state of the art ASR models for dysarthric speech.",9/15/2019,5/30/2025 7:33,5/30/2025 7:33,5/30/2025 7:33,784-788,,,,ISCA,en,,DOI.org (Crossref),,,C:\Users\damru\Zotero\storage\I393Q7WX\Shor et al. - 2019 - Personalizing ASR for Dysarthric and Accented Speech with Limited Data.pdf,,,
25HDU7QK,conferencePaper,2023,"Zhao, Shuyang; Singh, Mittul; Woubie, Abraham; Karhila, Reima",Data augmentation for children ASR and child-adult speaker classification using voice conversion methods,INTERSPEECH 2023,,,10.21437/Interspeech.2023-702,https://www.isca-archive.org/interspeech_2023/zhao23c_interspeech.html,"Many young children prefer speech based interfaces over text, as they are relatively slow and error-prone with text input. However, children ASR can be challenging due to the lack of transcribed children speech corpora. In this paper, we investigate a voice conversion method based on WORLD vocoder to generate childlike speech for data augmentation. Since noise may lead to severe artifacts in converted speech, we also investigate using speech enhancement to improve the quality of converted speech. On a publicly available children speech corpus, we evaluated the performance of the proposed data augmentation method against existing data augmentation methods based on linear prediction coefficients. Our proposed data augmentation method substantially outperformed the prior work on children ASR. Additionally, on a task to classify the speaker, adult or child, data generated using our proposed method was shown to mimic real children better compared to the reference methods.",8/20/2023,5/30/2025 7:34,5/30/2025 7:34,5/30/2025 7:34,4593-4597,,,,ISCA,en,,DOI.org (Crossref),,,C:\Users\damru\Zotero\storage\9EC3NRSI\Zhao et al. - 2023 - Data augmentation for children ASR and child-adult speaker classification using voice conversion met.pdf,,,
F4DV5HLE,conferencePaper,2022,"Thienpondt, Jenthe; Demuynck, Kris",Transfer Learning for Robust Low-Resource Children's Speech ASR with Transformers and Source-Filter Warping,Interspeech 2022,,,10.21437/Interspeech.2022-10964,https://www.isca-archive.org/interspeech_2022/thienpondt22_interspeech.html,"Automatic Speech Recognition (ASR) systems are known to exhibit difficulties when transcribing children’s speech. This can mainly be attributed to the absence of large children’s speech corpora to train robust ASR models and the resulting domain mismatch when decoding children’s speech with systems trained on adult data. In this paper, we propose multiple enhancements to alleviate these issues. First, we propose a data augmentation technique based on the source-filter model of speech to close the domain gap between adult and children’s speech. This enables us to leverage the data availability of adult speech corpora by making these samples perceptually similar to children’s speech. Second, using this augmentation strategy, we apply transfer learning on a Transformer model pre-trained on adult data. This model follows the recently introduced XLS-R architecture, a wav2vec 2.0 model pre-trained on several crosslingual adult speech corpora to learn general and robust acoustic frame-level representations. Adopting this model for the ASR task using adult data augmented with the proposed source-filter warping strategy and a limited amount of in-domain children’s speech significantly outperforms previous state-of-the-art results on the PF-STAR British English Children’s Speech corpus with a 4.86% WER on the official test set.",9/18/2022,5/30/2025 7:34,5/30/2025 7:34,5/30/2025 7:34,2213-2217,,,,ISCA,en,,DOI.org (Crossref),,,C:\Users\damru\Zotero\storage\TFJZ27LP\Thienpondt and Demuynck - 2022 - Transfer Learning for Robust Low-Resource Children's Speech ASR with Transformers and Source-Filter.pdf,,,
E3ITEB56,preprint,2024,"Singh, Vishwanath Pratap; Sahidullah, Md; Kinnunen, Tomi",ChildAugment: Data Augmentation Methods for Zero-Resource Children's Speaker Verification,,,,10.48550/arXiv.2402.15214,http://arxiv.org/abs/2402.15214,"The accuracy of modern automatic speaker verification (ASV) systems, when trained exclusively on adult data, drops substantially when applied to children's speech. The scarcity of children's speech corpora hinders fine-tuning ASV systems for children's speech. Hence, there is a timely need to explore more effective ways of reusing adults' speech data. One promising approach is to align vocal-tract parameters between adults and children through children-specific data augmentation, referred here to as ChildAugment. Specifically, we modify the formant frequencies and formant bandwidths of adult speech to emulate children's speech. The modified spectra are used to train ECAPA-TDNN (emphasized channel attention, propagation, and aggregation in time-delay neural network) recognizer for children. We compare ChildAugment against various state-of-the-art data augmentation techniques for children's ASV. We also extensively compare different scoring methods, including cosine scoring, PLDA (probabilistic linear discriminant analysis), and NPLDA (neural PLDA). We also propose a low-complexity weighted cosine score for extremely low-resource children ASV. Our findings on the CSLU kids corpus indicate that ChildAugment holds promise as a simple, acoustics-motivated approach, for improving state-of-the-art deep learning based ASV for children. We achieve up to 12.45% (boys) and 11.96% (girls) relative improvement over the baseline.",2/23/2024,5/30/2025 7:35,5/30/2025 7:35,5/30/2025 7:35,,,,,arXiv,,,arXiv.org,arXiv:2402.15214 [eess],,C:\Users\damru\Zotero\storage\N2JNXY77\Singh et al. - 2024 - ChildAugment Data Augmentation Methods for Zero-Resource Children's Speaker Verification.pdf; C:\Users\damru\Zotero\storage\YGK8ZBBJ\2402.html,,,Computer Science - Sound; Electrical Engineering and Systems Science - Audio and Speech Processing
JBU3PPSZ,journalArticle,2021,"Yeung, Gary; Fan, Ruchao; Alwan, Abeer",Fundamental frequency feature warping for frequency normalization and data augmentation in child automatic speech recognition,Speech Communication,,1676393,10.1016/j.specom.2021.08.002,https://linkinghub.elsevier.com/retrieve/pii/S0167639321000881,"Effective child automatic speech recognition (ASR) systems have become increasingly important due to the growing use of interactive technology. Due to the lack of publicly available child speech databases, young child ASR systems often rely on older child or adult speech for training data. However, there is a large acoustic mismatch between child and adult speech. This study proposes a novel fundamental frequency (𝑓𝑜)based frequency warping technique for both frequency normalization and data augmentation to combat this acoustic mismatch and address the lack of available child speech training data. The technique is inspired by the tonotopic distances between formants and 𝑓𝑜, developed to model human vowel perception. The tonotopic distances are reformulated as a linear relationship between 𝑓𝑜 and vowel formants on the Mel scale. This reformulation is verified using 𝑓𝑜 and formant measurements from child utterances. The relationship is further generalized such that the frequency warping technique only relies on two parameters. The LibriSpeech ASR corpus is used for training, and both the OGI Kids’ Speech and CMU Kids Corpora are used for both training and testing. A single word ASR experiment and a continuous read speech ASR experiment are performed to evaluate the 𝑓𝑜-based frequency normalization and data augmentation techniques. In the single word experiment, the system using 𝑓𝑜-based frequency normalization significantly improved over the baseline system with no normalization, with a relative improvement of up to 22.3%, when the mismatch between training and testing data was large. In the continuous speech experiment, the combination of 𝑓𝑜-based frequency normalization and data augmentation resulted in a relative improvement of 19.3% over the baseline. Additionally, in all experiments, the 𝑓𝑜-based techniques outperformed other techniques such as vocal tract length normalization (VTLN) or vocal tract length perturbation (VTLP). Results were validated using Gaussian mixture model (GMM), deep neural network (DNN), and bidirectional long–short term memory (BLSTM) acoustic models.",2021-12,5/30/2025 7:37,5/30/2025 7:37,5/30/2025 7:37,10-Jan,,135,Speech Communication,,en,,DOI.org (Crossref),,,C:\Users\damru\Zotero\storage\YR2JNT78\Yeung et al. - 2021 - Fundamental frequency feature warping for frequency normalization and data augmentation in child aut.pdf,,,
6PXPW8TG,conferencePaper,2018,"Yeung, Gary; Alwan, Abeer",On the Difficulties of Automatic Speech Recognition for Kindergarten-Aged Children,Interspeech 2018,,,10.21437/Interspeech.2018-2297,https://www.isca-archive.org/interspeech_2018/yeung18_interspeech.html,"Automatic speech recognition (ASR) systems for children have lagged behind in performance when compared to adult ASR. The exact problems and evaluation methods for child ASR have not yet been fully investigated. Recent work from the robotics community suggests that ASR for kindergarten speech is especially difﬁcult, even though this age group may beneﬁt most from voice-based educational and diagnostic tools. Our study focused on ASR performance for speciﬁc grade levels (K-10) using a word identiﬁcation task. Grade-speciﬁc ASR systems were evaluated, with particular attention placed on the evaluation of kindergarten-aged children (5-6 years old). Experiments included investigation of grade-speciﬁc interactions with triphone models using feature space maximum likelihood linear regression (fMLLR), vocal tract length normalization (VTLN), and subglottal resonance (SGR) normalization. Our results indicate that kindergarten ASR performs dramatically worse than even 1st grade ASR, likely due to large speech variability at that age. As such, ASR systems may require targeted evaluations on kindergarten speech rather than being evaluated under the guise of “child ASR.” Additionally, results show that systems trained in matched conditions on kindergarten speech may be less suitable than mismatched-grade training with 1st grade speech. Finally, we analyzed the phonetic errors made by the kindergarten ASR.",9/2/2018,5/30/2025 7:37,5/30/2025 7:37,5/30/2025 7:37,1661-1665,,,,ISCA,en,,DOI.org (Crossref),,,C:\Users\damru\Zotero\storage\QCTWQFTL\Yeung and Alwan - 2018 - On the Difficulties of Automatic Speech Recognition for Kindergarten-Aged Children.pdf,,,
